gene,PacBio,TAGET
TMEM98,2.45233778813853,1.99094489741405
DOK1,4.04483231109497,3.9929361757743
RAB6A,156.858392368792,132.624555468719
FKBP7,3.89714010831386,3.79171452821701
TULP3,10.7175064117867,12.1140872489919
SEC24D,77.025214034752,64.5290567422206
TBC1D10A,12.5042190378687,12.3264354632526
SPNS1,10.1150011912395,10.2180988023388
DGKE,4.06208536581037,2.24941975293235
ADGRG5,2.58624880668065,2.49040850854999
SPRTN,13.7269163977736,9.82141923107403
ELP2,60.6868268800385,52.1164905100833
APH1A,22.0352953044097,18.8291647617169
ZNF548,13.3571411019789,11.7871556148343
SYMPK,22.7044576258859,18.6972717562895
TRAP1,95.8672789207518,92.0055711768894
FOXP1,4.63885621565123,4.15255275019201
SLC25A22,10.1555814119532,8.74518294893644
RAB18,37.2480715347073,31.9875364441107
ETF1,65.8793782147385,58.1064289556341
GABPB1,29.8599443882587,24.9287240268131
CPPED1,10.8339684635505,9.46524529814484
PRKCSH,27.3793030211158,24.99251372728
MFSD2A,5.62746760741737,4.24938924037554
HNRNPLL,18.7263450728072,18.1075697209451
SERPINA3,2.39364170550587,2.04834704526278
SYNE3,3.95163154398631,2.47434632421688
FOXN3,10.5166704968617,12.1111063220112
DCAF11,27.0997782980198,26.644395210928
ROBO1,15.9503346427725,10.4114877829865
ITM2C,34.0734337287426,29.5813768338089
OAS1,42.2482122092885,38.0668851907046
RNFT1,9.60359873162438,8.70043642359816
ABCB6,25.3071276182697,20.9545971987598
ALDH7A1,6.16214088364433,4.61671958762275
E2F4,12.7228638232286,13.7005708228909
PLPBP,29.2542139285668,25.8490042232101
ZNF627,20.467554274592,16.8688139466478
TFAP2C,2.54662109426362,2.26033569040116
FGD2,2.56899575196525,2.16313981358928
PCDHB3,2.35560796540055,1.78686490343605
PHLDB2,3.56208922880813,3.03686721073651
BCAP31,12.5044752549173,11.5481135764319
ARFGAP1,25.2807733257535,26.3220473304306
UTP3,15.0151615805725,13.4905879659934
DET1,4.72056119342853,4.06697863662297
DIDO1,26.3960938597108,16.5992487213684
UBE2H,13.4296795265602,10.7392622774469
CMTM6,46.9491181244754,41.8171564442297
TSPAN4,4.49430658635639,3.89559392295095
TMED4,27.8106077744979,22.9951199496566
SNAPC3,40.9818874250997,31.860685898154
REV3L,26.3599247061795,15.5351573160803
TIMM10B,34.8145341225227,30.3573049010768
TIMELESS,19.5201739344283,14.8195390780704
EDA2R,13.7533861987744,20.7397289796865
SHISA5,38.3895202651481,35.2821546821101
MANSC1,2.29935839938078,1.84234806144613
ILDR1,2.56326489862576,2.78225255653164
GALNT7,59.2240354980414,58.5631357258275
AKAP17A,16.9445260704603,18.5646621900177
SEC23B,131.79703075696,114.465550947552
CCNA2,65.0369186442441,56.5979319940065
RPL15,103.280343245228,93.3568485372539
ACOT7,5.36596679079395,5.04495581767434
MIPEP,22.3106018481922,19.9091190225451
PNISR,16.3407173100968,19.7737167104971
CHMP7,25.504928517226,22.3673092722881
SLC39A9,66.7098633299458,52.8011368055513
KLF10,59.9073144123971,50.050362981594
MTUS1,4.45391585787293,4.24770176389139
SDF4,33.8443182411178,29.5894985387734
ARHGEF12,13.6536847798576,9.82783858537638
POFUT2,14.5886550796885,11.7346002490014
LRBA,13.7190464881031,6.04768259993303
DCLRE1A,14.4370193246777,11.3816557864762
REL,8.53274080193322,5.97401346422228
LRRC61,2.46384142225723,3.76195399386122
CEBPG,28.8109836684946,24.3385066086694
THOC3,9.33213293390405,9.17671398842036
USP19,25.0247404478422,21.5928981459562
RBM28,29.9525535684003,27.0138510916831
HNRNPC,152.054196768097,167.520349444113
TTYH3,4.41621493995028,3.37021880189957
MCM5,42.7346555634693,36.9298618173345
STXBP2,5.77815041773732,5.66355000323182
PTPN12,7.05180768716914,5.36278830582646
CDK5RAP3,68.3603740848044,77.7657169610129
TBC1D7,5.32059350084997,5.78047789637199
SLC7A7,2.50583942228506,2.58393968928191
PPP2R2A,47.6265541529928,42.3957657638937
PREPL,55.9109043713628,46.7159553550137
PLEKHA4,3.35150396704198,7.37474370512914
TKT,44.7797937666925,40.3107495462898
TPMT,18.0574345931721,17.2324295559343
SLC25A6,17.2716598020204,14.0795101620649
MFSD14A,58.2200779864844,52.0082926411525
ZC3H12C,7.35028293551004,4.8809256115449
RGS5,3.33210840326853,4.87066857994545
MMP2,2.18196623411547,2.22066983471187
NOS3,2.18196623411547,3.83125762311863
BBS12,5.27673277094768,4.60331296179954
MVD,7.16419307945536,9.30405825824772
SLC35F2,34.6548849245277,30.3884639651667
PDCD11,24.2997663783217,17.8391524370738
MAP4K2,6.39923966586076,6.17311917500213
TOR1AIP1,74.4837760512621,63.2337708723532
ORMDL3,20.0534483255892,17.5302575347821
SH2D2A,2.3279571757654,2.01992982543865
SUMF2,50.1857479068484,41.1303246638741
BUB1B,32.3663978414473,28.1388750761703
LUC7L2,69.8635389267085,101.064297622385
LRPAP1,20.6965431258815,19.3284593298881
CDC40,15.798899749905,12.7153214677822
SMS,28.3910876836132,25.0971521041852
GCC1,30.1130054323564,24.7653684028733
TRIP6,12.0051158861364,16.7500813939538
NOX4,2.14148597739726,2.00280787415464
PRELID3B,169.404932726741,147.411239927408
GPR143,2.31512770868234,2.32576283531319
CORO7,19.2208207473963,15.6857298508576
ACOX3,4.55909016432817,6.50680426670386
SLC43A2,3.61200873648645,3.47836501459204
FCHO2,3.27585883724876,1.84822137686498
SLC35G1,6.5234534152405,8.42632209199083
CCNB2,7.4935959564087,6.31815190259014
HPS5,49.5407618980758,45.4682383897052
RPS6KA4,12.3887587454111,11.2217845948784
C14orf132,6.07167055906846,4.50771771988237
MGAT3,2.27254685481414,3.07228858061983
IFI30,2.24572221296728,3.31296156676338
B4GAT1,6.9839647859374,6.00880737439548
GPC3,2.0827898947646,1.78686490343605
MKRN3,2.13414642755861,1.99094489741405
VPS18,9.63841509426304,7.4568811611167
PCYOX1L,5.65091596618791,4.09143330218531
ATP1B3,46.6410141005887,43.5767492514894
P2RX6,2.08523641137749,1.83240407454419
GRIK2,2.07789686153883,2.37921065758172
EPHA5,2.12327015148281,2.59515362830031
ARRB2,6.76580964817785,7.43476243990896
SLC35A5,39.8708200316477,34.6657954517902
CSF1,13.9900007509479,10.4022366527823
ARMCX5,17.2632942690198,21.139846400415
TMOD3,60.9473732609859,44.7132062171998
PPA1,9.19426934329651,7.16221654289662
ARIH2,38.7785493103957,44.5883040700293
ACP5,2.08768292799037,2.17117633802353
TBC1D5,7.55388130461019,12.5562523739534
NUP188,28.1043595174542,21.4487480066566
SGPP1,7.66457842038218,6.09682967906929
GPHN,27.0052507326264,21.6907018310456
RNASET2,6.22185474666433,5.41751745484478
HELLS,14.483785753884,14.0087705141208
LDHA,455.296406292371,419.436068584709
POMGNT1,18.9121493157057,16.7214696149005
EPHX2,11.7390442486633,11.8240884703604
DCUN1D4,33.2528909098874,28.6381237666764
LDLRAD4,2.17305883730063,2.19824869109426
TMEM115,14.9379599433011,12.4364980066574
IL7,3.40968239863304,2.18037848286769
PHF23,7.89846472281119,6.74082593522507
RGS16,4.37996746634259,6.11683201818247
SLC39A13,12.0107810925743,13.0030371740395
SON,48.0535681114417,23.6168522312358
RAPGEF6,7.14025854905194,5.20799902062601
AGA,8.59169012673347,7.14284365345702
THOC5,16.8735547294872,15.5840109363014
WHRN,1.98116703880086,2.438648141172
WDFY1,253.42293670388,216.49869471724
MSL3,23.5949038970108,21.2116511296175
BRD2,82.3374917041278,72.0331760913527
FAM189B,11.7248349739729,9.50978718085456
FTL,12.3494124113789,12.0296412259593
RAB36,1.9224709561682,1.94540572630591
GRK2,4.86684570561835,3.05874162384471
PARP4,69.7720611740062,53.2576863303422
TUBA1C,8.85065783777487,7.28119204922872
SLC9B2,7.36158957964911,7.29648493159902
BORA,9.87163731910561,10.8614935186915
CEP72,5.37914747320425,5.15824454849093
BCL2L2,4.40150944376008,2.65255577614903
HSPA1A,12.8501908717654,10.5639662373796
KLF9,4.21145390282811,3.52314546510406
PTPN23,7.62404456389881,6.30585301742336
PPT2,3.78420293760322,3.04286328694303
DVL2,23.8180825460801,22.1318556491153
COMMD8,3.42303017841148,3.23424064774771
POLE3,46.0404420652075,42.4568077509198
NUP50,97.649528618743,97.1238970696656
MCU,11.3912110664754,10.8801193465851
SMPDL3A,1.86622139014843,1.84426705128478
PDX1,2.0142552238989,2.19824869109426
